Condition ;ID;Time;MassAdult;MassPS;MadultIni;MPSIni
PST3;29;16;-0.42;-0.28;;
PST3;30;16;-0.41;-0.3;;
PST4;31;16;-2.45;-0.2;;
PST4;32;16;-0.19;-10.47;;
PST4;33;16;-0.28;-1.36;;
PST4;34;16;-0.35;-2.87;;
PST4;35;16;0.95;-6.15;;
PST4;36;16;1.49;-0.16;;
PST4;37;16;-0.01;-0.03;;
PST4;38;16;-0.01;-0.81;;
PST4;39;16;-2.53;-6.88;;
PST4;40;16;-0.38;-4.95;;
PST1+C;41;16;2.64;0.04;;
PST1+C;42;16;2.58;-1.1;;
PST1+C;43;16;1.68;-0.64;;
PST1+C;44;16;;;;
PST1+C;45;16;3.47;0;;
PST1+C;46;16;3.12;-0.31;;
PST1+C;47;16;3.78;-0.36;;
PST1+C;48;16;0.34;-1.43;;
PST1+C;49;16;3.53;0.07;;
PST1+C;50;16;2.68;0.18;;
PST2+C;51;16;2.65;0.02;;
PST2+C;52;16;1.45;-0.18;;
PST2+C;53;16;1.63;-2.47;;
PST2+C;54;16;2.74;-0.1;;
PST2+C;55;16;1.66;0.27;;
PST2+C;56;16;2.14;0.68;;
PST2+C;57;16;1.68;0.17;;
PST2+C;58;16;1.77;-0.49;;
PST2+C;59;16;0.77;-0.31;;
PST2+C;60;16;3.11;-0.68;;
PST3+C;61;16;2.56;-0.05;;
PST3+C;62;16;3.58;-1.05;;
PST3+C;63;16;3.38;0.15;;
PST3+C;64;16;4.39;0.3;;
PST3+C;65;16;3.36;0.19;;
PST3+C;66;16;1.57;0.24;;
PST3+C;67;16;;;;
PST3+C;68;16;1.03;0.42;;
PST3+C;69;16;2.21;0.53;;
PST3+C;70;16;0.58;0.28;;
PST4+C;71;16;-0.35;0.01;;
PST4+C;72;16;0.08;-9.97;;
PST4+C;73;16;0.72;-2.01;;
PST4+C;74;16;1.77;-1.19;;
PST4+C;75;16;0.91;-0.46;;
PST4+C;76;16;2.93;-0.32;;
PST4+C;77;16;1.15;-0.98;;
PST4+C;78;16;2.14;-0.68;;
PST4+C;79;16;-0.77;-0.69;;
PST4+C;80;16;0.81;0.07;;
C;81;16;-0.85;;;
C;82;16;3;;;
C;83;16;1.13;;;
C;84;16;-1.53;;;
C;85;16;2.63;;;
C;86;16;4.5;;;
C;87;16;4.23;;;
C;88;16;1.54;;;
C;89;16;3.33;;;
C;90;16;1.45;;;
ST;91;16;-4.18;;;
ST;92;16;-2.57;;;
ST;93;16;-3.02;;;
ST;94;16;-2.95;;;
ST;95;16;-0.9;;;
ST;96;16;-0.89;;;
ST;97;16;-3.56;;;
ST;98;16;-5.42;;;
ST;99;16;-3.35;;;
ST;100;16;-4.17;;;
PST1;1;18;0.49;-0.41;;
PST1;2;18;-1.77;-0.22;;
PST1;3;18;-2.6;-0.55;;
PST1;4;18;-0.44;-0.94;;
PST1;5;18;0.21;-11.01;;
PST1;6;18;-2.63;-0.39;;
PST1;7;18;-0.67;-1.21;;
PST1;8;18;-0.83;-2.4;;
PST1;9;18;-0.77;-0.44;;
PST1;10;18;-2.71;-2.01;;
PST2;11;18;-3.31;-1.93;;
PST2;12;18;-0.53;-0.69;;
PST2;13;18;1.12;-1.09;;
PST2;14;18;-1.47;-3.56;;
PST2;15;18;0.11;-1.03;;
PST2;16;18;-0.67;-0.3;;
PST2;17;18;-0.85;-0.29;;
PST2;18;18;0.03;-0.28;;
PST2;19;18;-2.37;-2.34;;
PST2;20;18;-0.6;-3.19;;
PST3;21;18;0.48;-0.4;;
PST3;22;18;-0.34;-0.25;;
PST3;23;18;1.04;-0.23;;
PST3;24;18;-0.19;-3.45;;
PST3;25;18;-0.11;-0.32;;
PST3;26;18;0.18;-0.35;;
PST3;27;18;2.47;-0.24;;
PST3;28;18;0.45;-0.36;;
PST3;29;18;1.95;9.73;;
PST3;30;18;1.66;-0.24;;
PST4;31;18;-2;-0.21;;
PST4;32;18;-0.73;-1.39;;
PST4;33;18;-0.72;-1.41;;
PST4;34;18;-0.07;-3.42;;
PST4;35;18;1.59;-7.03;;
PST4;36;18;1.69;-0.1;;
PST4;37;18;-0.46;0.02;;
PST4;38;18;-0.55;-0.81;;
PST4;39;18;-2.52;-9.28;;
PST4;40;18;0.43;-5.99;;
PST1+C;41;18;2.99;0.11;;
PST1+C;42;18;2.42;-1.11;;
PST1+C;43;18;2.83;-0.71;;
PST1+C;44;18;;;;
PST1+C;45;18;3.56;-0.01;;
PST1+C;46;18;4.77;-0.11;;
PST1+C;47;18;3.91;-0.3;;
PST1+C;48;18;1.02;-1.54;;
PST1+C;49;18;3.39;-0.21;;
PST1+C;50;18;3.21;0.16;;
PST2+C;51;18;2.63;-0.01;;
PST2+C;52;18;2.52;-0.14;;
PST2+C;53;18;3.12;-2.56;;
PST2+C;54;18;3.52;-0.24;;
PST2+C;55;18;3.34;0.25;;
PST2+C;56;18;2.04;0.17;;
PST2+C;57;18;1.13;0.15;;
PST2+C;58;18;1.87;-0.36;;
PST2+C;59;18;0.14;-0.46;;
PST2+C;60;18;1;-0.42;;
PST3+C;61;18;2.67;0.17;;
PST3+C;62;18;3.59;-0.88;;
PST3+C;63;18;3.74;1.17;;
PST3+C;64;18;5.25;0.36;;
PST3+C;65;18;3.14;0.17;;
PST3+C;66;18;1.34;0.25;;
PST3+C;67;18;;;;
PST3+C;68;18;1.25;0.43;;
PST3+C;69;18;1.67;0.53;;
PST3+C;70;18;1.1;0.28;;
PST4+C;71;18;0.98;-0.01;;
PST4+C;72;18;0.11;-11.35;;
PST4+C;73;18;1.83;-1.97;;
PST4+C;74;18;1.81;-1.14;;
PST4+C;75;18;2.16;-0.68;;
PST4+C;76;18;2.78;-0.5;;
PST4+C;77;18;0.69;-0.98;;
PST4+C;78;18;3.01;-1.08;;
PST4+C;79;18;1.1;-1.21;;
PST4+C;80;18;0.81;0.12;;
C;81;18;0.55;;;
C;82;18;3.4;;;
C;83;18;0.56;;;
C;84;18;-1.65;;;
C;85;18;2.27;;;
C;86;18;5.55;;;
C;87;18;3.86;;;
C;88;18;1.73;;;
C;89;18;4.04;;;
C;90;18;1.6;;;
ST;91;18;-2.69;;;
ST;92;18;-2.97;;;
ST;93;18;-0.42;;;
ST;94;18;-3.09;;;
ST;95;18;-0.75;;;
ST;96;18;-1.42;;;
ST;97;18;-2.27;;;
ST;98;18;-5.9;;;
ST;99;18;-2.36;;;
ST;100;18;-2.95;;;
PST1;1;21;0.02;-0.45;;
PST1;2;21;-2.57;-0.63;;
PST1;3;21;-3.45;-0.56;;
PST1;4;21;-1.37;-0.93;;
PST1;5;21;1.61;-11.48;;
PST1;6;21;-2.95;-0.49;;
PST1;7;21;-1.04;-1.38;;
PST1;8;21;-1.62;-2.51;;
PST1;9;21;-0.74;-0.4;;
PST1;10;21;-3.07;-1.89;;
PST2;11;21;-4.4;-3.32;;
PST2;12;21;-0.89;-0.74;;
PST2;13;21;0.26;-1.12;;
PST2;14;21;-1.51;-3.82;;
PST2;15;21;0.39;-1.04;;
PST2;16;21;-1.4;-0.26;;
PST2;17;21;-1.56;-0.29;;
PST2;18;21;-0.61;-0.24;;
PST2;19;21;-2.7;-2.86;;
PST2;20;21;-1.23;-3.23;;
PST3;21;21;0.28;-0.4;;
PST3;22;21;-0.66;-0.18;;
PST3;23;21;0.44;-0.2;;
PST3;24;21;0.16;-3.47;;
PST3;25;21;0.15;-0.27;;
PST3;26;21;-0.29;-0.3;;
PST3;27;21;1.8;-0.21;;
PST3;28;21;-0.02;-0.35;;
PST3;29;21;1.21;-0.28;;
PST3;30;21;0.98;-0.25;;
PST4;31;21;-2.57;-0.21;;
PST4;32;21;-0.47;-11.93;;
PST4;33;21;-1.45;-1.51;;
PST4;34;21;-0.76;-3.76;;
PST4;35;21;1.6;-6.89;;
PST4;36;21;1.8;-0.14;;
PST4;37;21;-1.38;-0.05;;
PST4;38;21;-1.45;-0.85;;
PST4;39;21;-3.45;-9.55;;
PST4;40;21;1.03;-6.01;;
PST1+C;41;21;3.65;0.23;;
PST1+C;42;21;2.33;-0.97;;
PST1+C;43;21;2.15;-0.92;;
PST1+C;44;21;;;;
PST1+C;45;21;2.58;0.01;;
PST1+C;46;21;4.06;-0.28;;
PST1+C;47;21;3.05;-0.55;;
PST1+C;48;21;0.45;-1.5;;
PST1+C;49;21;1.91;-0.25;;
PST1+C;50;21;2.74;0;;
PST2+C;51;21;1.69;-0.27;;
PST2+C;52;21;1.43;-0.26;;
PST2+C;53;21;2.64;-2.8;;
PST2+C;54;21;2.53;-0.18;;
PST2+C;55;21;3.3;0.02;;
PST2+C;56;21;2.44;-0.36;;
PST2+C;57;21;0.73;0.17;;
PST2+C;58;21;3.03;-0.52;;
PST2+C;59;21;-0.8;-0.42;;
PST2+C;60;21;1.45;-0.51;;
PST3+C;61;21;1.85;0;;
PST3+C;62;21;3.07;-0.86;;
PST3+C;63;21;2.8;0.12;;
PST3+C;64;21;4.27;0.35;;
PST3+C;65;21;2.11;0.32;;
PST3+C;66;21;1.27;0.27;;
PST3+C;67;21;;;;
PST3+C;68;21;0.41;0.47;;
PST3+C;69;21;0.78;0.56;;
PST3+C;70;21;0.42;0.39;;
PST4+C;71;21;0.3;0.04;;
PST4+C;72;21;-0.11;-12.78;;
PST4+C;73;21;0.9;-1.85;;
PST4+C;74;21;1.51;-1.2;;
PST4+C;75;21;1.86;-0.73;;
PST4+C;76;21;4.02;-0.6;;
PST4+C;77;21;0.15;-0.97;;
PST4+C;78;21;3.11;-1.31;;
PST4+C;79;21;1.3;-1.34;;
PST4+C;80;21;0.27;-0.09;;
C;81;21;-0.14;;;
C;82;21;3.05;;;
C;83;21;0.75;;;
C;84;21;-1.28;;;
C;85;21;3.04;;;
C;86;21;4.88;;;
C;87;21;3.57;;;
C;88;21;1.03;;;
C;89;21;3.91;;;
C;90;21;1.84;;;
ST;91;21;-2.99;;;
ST;92;21;-1.85;;;
ST;93;21;-1.12;;;
ST;94;21;-3.55;;;
ST;95;21;-0.98;;;
ST;96;21;-2.26;;;
ST;97;21;-3.33;;;
ST;98;21;-6.65;;;
ST;99;21;-2.83;;;
ST;100;21;-3.78;;;
PST1;1;23;0.44;-0.53;;
PST1;2;23;-3.08;-0.64;;
PST1;3;23;-2.77;-0.81;;
PST1;4;23;-1.43;-4.11;;
PST1;5;23;0.67;-11.56;;
PST1;6;23;-1.66;-0.49;;
PST1;7;23;-0.41;-1.52;;
PST1;8;23;-0.85;-2.7;;
PST1;9;23;-0.47;-0.48;;
PST1;10;23;-3.69;-1.87;;
PST2;11;23;-3.35;-3.41;;
PST2;12;23;-1.04;-0.84;;
PST2;13;23;0.76;-1.11;;
PST2;14;23;-0.71;-4.81;;
PST2;15;23;1.07;-1.02;;
PST2;16;23;-1.76;-0.28;;
PST2;17;23;-1;-0.35;;
PST2;18;23;-1.09;-0.28;;
PST2;19;23;-2.15;-2.85;;
PST2;20;23;-0.06;-3.48;;
PST3;21;23;1.49;-0.51;;
PST3;22;23;0.51;-0.23;;
PST3;23;23;0.05;-0.28;;
PST3;24;23;0.31;-3.61;;
PST3;25;23;-0.24;-0.34;;
PST3;26;23;0.59;-0.39;;
PST3;27;23;3.34;-0.26;;
PST3;28;23;0.18;-0.41;;
PST3;29;23;0.71;-0.3;;
PST3;30;23;0.59;-0.27;;
PST4;31;23;-3.07;-0.26;;
PST4;32;23;-0.93;-11.97;;
PST4;33;23;-0.66;-1.47;;
PST4;34;23;-1.27;-4.71;;
PST4;35;23;2.1;-7.05;;
PST4;36;23;1.79;-0.1;;
PST4;37;23;-0.3;-0.06;;
PST4;38;23;-2.01;-0.87;;
PST4;39;23;-2.6;-9.68;;
PST4;40;23;1.49;-6.13;;
PST1+C;41;23;3.67;-0.06;;
PST1+C;42;23;2.78;-1.2;;
PST1+C;43;23;1.65;-0.84;;
PST1+C;44;23;;;;
PST1+C;45;23;3.07;-0.01;;
PST1+C;46;23;4.36;-0.47;;
PST1+C;47;23;2.4;-0.51;;
PST1+C;48;23;3.15;-1.56;;
PST1+C;49;23;2.18;-0.35;;
PST1+C;50;23;3.57;-0.06;;
PST2+C;51;23;3.73;-0.3;;
PST2+C;52;23;1.07;-0.25;;
PST2+C;53;23;2.81;-3.35;;
PST2+C;54;23;2.82;-0.38;;
PST2+C;55;23;2.53;-0.25;;
PST2+C;56;23;3.18;-0.9;;
PST2+C;57;23;1.06;0.18;;
PST2+C;58;23;2.47;-0.64;;
PST2+C;59;23;-1.17;-0.53;;
PST2+C;60;23;1.47;-0.52;;
PST3+C;61;23;2.61;-0.1;;
PST3+C;62;23;2.45;-1.07;;
PST3+C;63;23;3.01;0.01;;
PST3+C;64;23;3.78;0.17;;
PST3+C;65;23;1.34;0.28;;
PST3+C;66;23;1.49;0.25;;
PST3+C;67;23;;;;
PST3+C;68;23;0.46;0.41;;
PST3+C;69;23;2.54;0.61;;
PST3+C;70;23;1.07;0.39;;
PST4+C;71;23;0.01;-0.03;;
PST4+C;72;23;-0.06;-13.99;;
PST4+C;73;23;0.73;-2.05;;
PST4+C;74;23;1.63;-1.68;;
PST4+C;75;23;1.4;-0.64;;
PST4+C;76;23;3.36;-0.7;;
PST4+C;77;23;1.45;-1;;
PST4+C;78;23;2.88;-1.64;;
PST4+C;79;23;1.53;-1.4;;
PST4+C;80;23;1.05;-0.2;;
C;81;23;-0.34;;;
C;82;23;2.61;;;
C;83;23;0.48;;;
C;84;23;-0.97;;;
C;85;23;2.73;;;
C;86;23;4.59;;;
C;87;23;4.1;;;
C;88;23;1.59;;;
C;89;23;3.37;;;
C;90;23;2.11;;;
ST;91;23;-3.62;;;
ST;92;23;-1.87;;;
ST;93;23;-1.68;;;
ST;94;23;-3.83;;;
ST;95;23;-0.55;;;
ST;96;23;0.27;;;
ST;97;23;-3.93;;;
ST;98;23;-7.12;;;
ST;99;23;-1.61;;;
ST;100;23;-2.79;;;
PST1;1;25;-0.11;-0.56;;
PST1;2;25;-1.91;-0.61;;
PST1;3;25;-3.24;-0.82;;
PST1;4;25;-2;-1.19;;
PST1;5;25;1.25;-11.49;;
PST1;6;25;-2.17;-0.5;;
PST1;7;25;-0.91;-1.5;;
PST1;8;25;-0.9;-2.75;;
PST1;9;25;-1.01;-0.5;;
PST1;10;25;-2.64;-1.93;;
PST2;11;25;-3.66;-3.21;;
PST2;12;25;-0.62;-0.92;;
PST2;13;25;1.28;-1.23;;
PST2;14;25;-1.33;-5.12;;
PST2;15;25;0.42;-0.92;;
PST2;16;25;-0.79;-0.27;;
PST2;17;25;-1.45;-0.38;;
PST2;18;25;-0.61;-0.29;;
PST2;19;25;-2.15;-2.75;;
PST2;20;25;0.18;-3.45;;
PST3;21;25;0.97;-0.47;;
PST3;22;25;0.08;-0.24;;
PST3;23;25;-0.37;-0.25;;
PST3;24;25;0.55;-3.58;;
PST3;25;25;-0.36;-0.27;;
PST3;26;25;0.98;-0.38;;
PST3;27;25;2.62;-0.25;;
PST3;28;25;0.89;-0.38;;
PST3;29;25;1.42;-0.31;;
PST3;30;25;0.17;-0.25;;
PST4;31;25;-2.36;-0.25;;
PST4;32;25;-0.31;-13;;
PST4;33;25;-1.11;-1.49;;
PST4;34;25;-0.7;-5.17;;
PST4;35;25;1.37;-7.49;;
PST4;36;25;1.2;-0.13;;
PST4;37;25;-0.9;-0.04;;
PST4;38;25;0.39;-0.87;;
PST4;39;25;-3.14;-9.8;;
PST4;40;25;0.87;-6.34;;
PST1+C;41;25;3.3;0.11;;
PST1+C;42;25;2.41;-1.36;;
PST1+C;43;25;1.36;-0.89;;
PST1+C;44;25;;;;
PST1+C;45;25;3.18;0.08;;
PST1+C;46;25;4.02;-0.43;;
PST1+C;47;25;2.3;-0.46;;
PST1+C;48;25;2.65;-1.58;;
PST1+C;49;25;2.05;-0.29;;
PST1+C;50;25;3.2;0.07;;
PST2+C;51;25;3.05;-0.37;;
PST2+C;52;25;1.58;-0.26;;
PST2+C;53;25;2.74;-3.61;;
PST2+C;54;25;2.51;-0.44;;
PST2+C;55;25;1.41;-0.23;;
PST2+C;56;25;2.71;-0.89;;
PST2+C;57;25;0.58;0.2;;
PST2+C;58;25;1.96;-0.65;;
PST2+C;59;25;-0.43;-0.46;;
PST2+C;60;25;1.08;-0.56;;
PST3+C;61;25;2.02;-0.11;;
PST3+C;62;25;2.54;-1.03;;
PST3+C;63;25;3.51;0.04;;
PST3+C;64;25;3.17;0.23;;
PST3+C;65;25;0.86;0.25;;
PST3+C;66;25;1.38;0.25;;
PST3+C;67;25;;;;
PST3+C;68;25;0.69;0.38;;
PST3+C;69;25;2.52;0.59;;
PST3+C;70;25;-0.08;0.71;;
PST4+C;71;25;-0.46;-0.1;;
PST4+C;72;25;-0.55;-14.52;;
PST4+C;73;25;1.99;-2.25;;
PST4+C;74;25;2.17;-1.84;;
PST4+C;75;25;0.98;-0.72;;
PST4+C;76;25;3.63;-0.7;;
PST4+C;77;25;2.09;-0.98;;
PST4+C;78;25;2.4;-1.79;;
PST4+C;79;25;1.82;-1.59;;
PST4+C;80;25;0.48;-0.29;;
C;81;25;1.23;;;
C;82;25;2.16;;;
C;83;25;3.06;;;
C;84;25;-1.5;;;
C;85;25;2.81;;;
C;86;25;4.77;;;
C;87;25;3.68;;;
C;88;25;1.12;;;
C;89;25;3.17;;;
C;90;25;1.5;;;
ST;91;25;-2.82;;;
ST;92;25;-2.35;;;
ST;93;25;-1.18;;;
ST;94;25;-2.19;;;
ST;95;25;-1.01;;;
ST;96;25;-0.22;;;
ST;97;25;-1.31;;;
ST;98;25;-6.17;;;
ST;99;25;-2.45;;;
ST;100;25;-3.07;;;
PST1;1;28;-0.399999999999999;-0.549999999999997;;
PST1;2;28;-2.78;-0.660000000000004;;
PST1;3;28;-4.07;-0.880000000000003;;
PST1;4;28;-2.88;-1.06;;
PST1;5;28;0.100000000000001;-11.57;;
PST1;6;28;-2.7;-0.539999999999999;;
PST1;7;28;-0.940000000000001;-1.65;;
PST1;8;28;-1.71;-2.88;;
PST1;9;28;-1.66;-0.5;;
PST1;10;28;-3.58;-1.99;;
PST2;11;28;-3.6;-3.38;;
PST2;12;28;-1.43;-0.98;;
PST2;13;28;0.510000000000002;-1.42;;
PST2;14;28;-1.68;-5.54;;
PST2;15;28;-0.649999999999999;-0.939999999999998;;
PST2;16;28;-1.48;-0.350000000000001;;
PST2;17;28;-2.22;-0.340000000000003;;
PST2;18;28;-1.38;-0.300000000000004;;
PST2;19;28;-3.36;-3.51;;
PST2;20;28;-0.620000000000001;-3.65;;
PST3;21;28;0.16;-0.539999999999999;;
PST3;22;28;0.41;-0.290000000000006;;
PST3;23;28;-1.08;-0.260000000000002;;
PST3;24;28;-0.530000000000001;-3.7;;
PST3;25;28;-0.0600000000000023;-0.359999999999999;;
PST3;26;28;0.0199999999999996;-0.419999999999998;;
PST3;27;28;1.81;-0.290000000000003;;
PST3;28;28;0.690000000000001;-0.510000000000002;;
PST3;29;28;1.55;-0.359999999999999;;
PST3;30;28;-0.48;-0.309999999999995;;
PST4;31;28;-2.88;-0.299999999999997;;
PST4;32;28;-1.07;-13.42;;
PST4;33;28;-0.939999999999998;-1.62;;
PST4;34;28;-1.36;-5.58;;
PST4;35;28;1.42;-7.83;;
PST4;36;28;0.75;-0.199999999999999;;
PST4;37;28;-1.83;-0.00999999999999801;;
PST4;38;28;-0.359999999999999;-0.960000000000001;;
PST4;39;28;-3.72;-10.15;;
PST4;40;28;0.670000000000002;-7.07;;
PST1+C;41;28;2.63;-0.109999999999999;;
PST1+C;42;28;1.93;-1.54;;
PST1+C;43;28;1.31;-0.990000000000002;;
PST1+C;44;28;;;;
PST1+C;45;28;2.44;0.0200000000000031;;
PST1+C;46;28;3.15;-0.5;;
PST1+C;47;28;2.28;-0.59;;
PST1+C;48;28;1.93;-1.66;;
PST1+C;49;28;0.990000000000002;-0.369999999999997;;
PST1+C;50;28;2.61;-0.0799999999999983;;
PST2+C;51;28;2.25;-0.280000000000001;;
PST2+C;52;28;1.2;-0.41;;
PST2+C;53;28;1.58;-3.61;;
PST2+C;54;28;1.65;-0.580000000000005;;
PST2+C;55;28;1.07;-0.310000000000002;;
PST2+C;56;28;2.27;-1.45;;
PST2+C;57;28;0.27;0.169999999999998;;
PST2+C;58;28;1.5;-0.580000000000005;;
PST2+C;59;28;-1.09;-0.509999999999998;;
PST2+C;60;28;2.24;-0.91;;
PST3+C;61;28;1.71;-0.109999999999999;;
PST3+C;62;28;2.67;-1.02;;
PST3+C;63;28;3.05;0.0899999999999999;;
PST3+C;64;28;3.49;0.16;;
PST3+C;65;28;-0.27;0.230000000000004;;
PST3+C;66;28;0.73;0.210000000000001;;
PST3+C;67;28;;;;
PST3+C;68;28;0.84;0.32;;
PST3+C;69;28;2.29;0.579999999999998;;
PST3+C;70;28;0.119999999999997;0.73;;
PST4+C;71;28;-0.529999999999998;-0.18;;
PST4+C;72;28;-0.360000000000003;-15.1;;
PST4+C;73;28;2.26;-2.59;;
PST4+C;74;28;1.95;-1.93;;
PST4+C;75;28;0.229999999999997;-0.810000000000002;;
PST4+C;76;28;3.37;-0.729999999999997;;
PST4+C;77;28;1.43;-0.989999999999998;;
PST4+C;78;28;2.16;-1.89;;
PST4+C;79;28;1.77;-1.67;;
PST4+C;80;28;-0.27;-0.279999999999998;;
C;81;28;0.809999999999999;;;
C;82;28;3.29;;;
C;83;28;2.34;;;
C;84;28;-2.25;;;
C;85;28;2.4;;;
C;86;28;5.39;;;
C;87;28;2.94;;;
C;88;28;0.68;;;
C;89;28;2.25;;;
C;90;28;0.790000000000003;;;
ST;91;28;-3.86;;;
ST;92;28;-2.27;;;
ST;93;28;-2.01;;;
ST;94;28;-2.85;;;
ST;95;28;-1.5;;;
ST;96;28;-0.98;;;
ST;97;28;-2.26;;;
ST;98;28;-6.82;;;
ST;99;28;-3.18;;;
ST;100;28;-4.06;;;
PST1;1;30;-0.0300000000000011;-0.609999999999999;;
PST1;2;30;-2.89;-0.650000000000006;;
PST1;3;30;-2.76;-0.830000000000002;;
PST1;4;30;-0.309999999999999;-1.36;;
PST1;5;30;1.42;-11.63;;
PST1;6;30;-3.27;-0.529999999999998;;
PST1;7;30;-1.45;-1.49;;
PST1;8;30;-1.56;-2.76;;
PST1;9;30;-2.03;-0.549999999999997;;
PST1;10;30;-3.41;-2.16;;
PST2;11;30;-4.21;-3.46;;
PST2;12;30;-2.13;-1.06;;
PST2;13;30;0.360000000000003;-1.3;;
PST2;14;30;-1.19;-5.36;;
PST2;15;30;1.71;-1.1;;
PST2;16;30;-2.03;-0.280000000000001;;
PST2;17;30;-0.969999999999999;-0.340000000000003;;
PST2;18;30;-1.45;-0.32;;
PST2;19;30;-2.4;-3.68;;
PST2;20;30;-1.01;-3.7;;
PST3;21;30;0.559999999999999;-0.549999999999997;;
PST3;22;30;-0.170000000000002;-0.330000000000005;;
PST3;23;30;0.669999999999998;-0.289999999999999;;
PST3;24;30;-0.66;-3.75;;
PST3;25;30;-0.510000000000002;-0.359999999999999;;
PST3;26;30;-0.359999999999999;-0.419999999999998;;
PST3;27;30;1.9;-0.290000000000003;;
PST3;28;30;1.4;-0.52;;
PST3;29;30;1.04;-0.34;;
PST3;30;30;-0.870000000000001;-0.339999999999996;;
PST4;31;30;-3.33;-0.289999999999999;;
PST4;32;30;0.18;-13.72;;
PST4;33;30;-1.44;-1.76;;
PST4;34;30;-1.86;-6.09;;
PST4;35;30;0.609999999999999;-8.75;;
PST4;36;30;1.54;-0.18;;
PST4;37;30;-2.35;-0.0399999999999991;;
PST4;38;30;-0.899999999999999;-0.949999999999999;;
PST4;39;30;-3.25;-10.44;;
PST4;40;30;-0.0899999999999999;-7.13;;
PST1+C;41;30;2.18;-0.210000000000001;;
PST1+C;42;30;2.45;-1.83;;
PST1+C;43;30;1.04;-1;;
PST1+C;44;30;;;;
PST1+C;45;30;3.68;-0.0700000000000003;;
PST1+C;46;30;2.57;-0.649999999999999;;
PST1+C;47;30;1.68;-0.649999999999999;;
PST1+C;48;30;2.01;-1.61;;
PST1+C;49;30;0.41;-0.439999999999998;;
PST1+C;50;30;2.61;-0.149999999999999;;
PST2+C;51;30;2.14;-0.27;;
PST2+C;52;30;0.5;-0.41;;
PST2+C;53;30;2.41;-4.03;;
PST2+C;54;30;1.55;-0.93;;
PST2+C;55;30;2.14;-0.170000000000002;;
PST2+C;56;30;1.84;-1.46;;
PST2+C;57;30;0.120000000000001;0.23;;
PST2+C;58;30;3.21;-0.539999999999999;;
PST2+C;59;30;-0.390000000000001;-0.48;;
PST2+C;60;30;1.62;-1.01;;
PST3+C;61;30;1.9;0.120000000000001;;
PST3+C;62;30;2.54;-0.920000000000002;;
PST3+C;63;30;2.71;0.0800000000000018;;
PST3+C;64;30;3.26;0.170000000000002;;
PST3+C;65;30;1.82;0.300000000000004;;
PST3+C;66;30;1.29;0.180000000000003;;
PST3+C;67;30;;;;
PST3+C;68;30;0.279999999999998;0.309999999999999;;
PST3+C;69;30;2.52;0.590000000000003;;
PST3+C;70;30;1.27;0.719999999999999;;
PST4+C;71;30;-1.13;-0.260000000000002;;
PST4+C;72;30;-0.670000000000002;-15.94;;
PST4+C;73;30;2.01;-2.84;;
PST4+C;74;30;1.44;-1.98;;
PST4+C;75;30;1.83;-0.75;;
PST4+C;76;30;2.88;-0.740000000000002;;
PST4+C;77;30;1.7;-0.890000000000001;;
PST4+C;78;30;2.43;-1.72;;
PST4+C;79;30;1.52;-1.74;;
PST4+C;80;30;-0.710000000000001;-0.319999999999997;;
C;81;30;0.759999999999998;;;
C;82;30;3.32;;;
C;83;30;2.58;;;
C;84;30;-1;;;
C;85;30;2.77;;;
C;86;30;5;;;
C;87;30;3.64;;;
C;88;30;0.580000000000002;;;
C;89;30;3;;;
C;90;30;0.77;;;
ST;91;30;-3.15;;;
ST;92;30;-1.84;;;
ST;93;30;-1.76;;;
ST;94;30;-1.63;;;
ST;95;30;-1.99;;;
ST;96;30;-1.52;;;
ST;97;30;-2.83;;;
ST;98;30;-5.96;;;
ST;99;30;-3.99;;;
ST;100;30;-4.65;;;
PST1;1;32;-0.0700000000000003;-0.559999999999995;;
PST1;2;32;-1.86;-0.609999999999999;;
PST1;3;32;-3.28;-0.870000000000001;;
PST1;4;32;-0.960000000000001;-1.23;;
PST1;5;32;1.4;-11.71;;
PST1;6;32;-3.29;-0.619999999999997;;
PST1;7;32;-1.02;-1.52;;
PST1;8;32;-1.5;-2.87;;
PST1;9;32;-1.84;-0.549999999999997;;
PST1;10;32;-3.34;-2.15;;
PST2;11;32;-4;-3.39;;
PST2;12;32;-2.05;-1.13;;
PST2;13;32;0.640000000000001;-1.32;;
PST2;14;32;-1.15;-5.69;;
PST2;15;32;1.15;-1.08;;
PST2;16;32;-0.579999999999998;-0.339999999999996;;
PST2;17;32;-1.43;-0.310000000000002;;
PST2;18;32;-1.43;-0.300000000000004;;
PST2;19;32;-2.57;-3.81;;
PST2;20;32;-0.25;-3.83;;
PST3;21;32;0.369999999999997;-0.559999999999995;;
PST3;22;32;-0.620000000000001;-0.290000000000006;;
PST3;23;32;0.239999999999998;-0.27;;
PST3;24;32;-0.440000000000001;-3.78;;
PST3;25;32;0.309999999999999;-0.340000000000003;;
PST3;26;32;0.32;-0.419999999999998;;
PST3;27;32;2.46;-0.290000000000003;;
PST3;28;32;0.900000000000002;-0.52;;
PST3;29;32;1.28;-0.32;;
PST3;30;32;0.169999999999998;-0.32;;
PST4;31;32;-2.82;-0.359999999999999;;
PST4;32;32;-0.299999999999997;-13.78;;
PST4;33;32;-0.989999999999998;-1.71;;
PST4;34;32;-2.25;-6.24;;
PST4;35;32;0.259999999999998;-9.61;;
PST4;36;32;1.27;-0.140000000000001;;
PST4;37;32;-2.59;-0.0500000000000007;;
PST4;38;32;-1.49;-1;;
